longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income
-117.12,32.58,34,2003,466,1226,443,3.0613
-117.12,32.57,21,1738,295,983,298,4.8274
-117.13,32.58,27,2511,615,1427,576,3.1645
-117.13,32.58,32,1870,437,1142,426,2.3194
-117.13,32.58,27,1417,373,814,348,2.3603
-117.12,32.56,20,2524,682,1819,560,2.9286
-117.11,32.58,28,1869,407,1074,344,2.5988
-117.11,32.57,32,2723,586,1702,562,3.3371
-117.12,32.57,35,1450,256,930,286,2.6715
-117.12,32.58,26,1360,309,869,328,3.0217
-117.11,32.58,21,2894,685,2109,712,2.2755
-117.1,32.58,27,2616,591,1889,577,2.3824
-117.1,32.57,14,5058,1299,3662,1193,2.3253
-117.11,32.59,17,2020,534,1529,500,2.1773
-117.11,32.58,12,1086,294,870,290,2.4213
-117.11,32.59,18,2329,580,1538,567,2.1179
-117.12,32.59,28,2793,706,1825,676,2.6724
-117.16,32.58,36,1940,399,1076,382,3.3906
-117.13,32.63,10,7374,1157,1900,794,8.7991
-117.17,32.63,26,1617,279,2745,250,3.5357
-117.17,32.68,16,5895,1424,873,522,7.3669
-117.18,32.68,29,1539,344,556,289,3.25
-117.18,32.69,52,1837,313,668,300,5.1009
-117.18,32.69,37,3112,716,1304,674,3.2121
-117.18,32.69,44,2819,514,1258,503,4.4777
-117.17,32.69,40,2236,331,767,316,5.3177
-117.18,32.69,48,2764,491,978,449,5.1249
-117.17,32.69,19,2802,802,1159,597,4.7891
-117.17,32.69,45,3168,598,1341,562,4.5189
-117.17,32.7,33,4084,897,1804,833,4.0488
-117.18,32.7,44,2655,514,1102,489,3.6759
-117.18,32.7,42,1691,286,761,281,5.1386
-117.19,32.69,35,2921,438,1042,415,6.3612
-117.11,32.68,36,26,14,58,23,1.9107
-117.11,32.67,43,515,146,445,140,1.6094
-117.11,32.67,46,928,236,790,235,1.6806
-117.11,32.67,52,204,74,248,57,1.7961
-117.12,32.66,52,16,4,8,3,1.125
-117.11,32.67,52,280,71,217,71,1.4844
-117.11,32.66,52,25,5,14,9,1.625
-117.09,32.67,37,1157,332,983,306,2.0972
-117.09,32.66,38,833,206,570,182,1.8333
-117.09,32.66,37,1232,330,1086,330,1.6389
-117.1,32.66,27,1782,560,1785,560,2.1542
-117.1,32.67,26,2629,763,2721,767,2.0982
-117.1,32.67,22,1690,541,1669,494,2.0213
-117.09,32.68,30,2662,653,1997,605,2.8089
-117.09,32.67,31,2051,549,1581,538,2.052
-117.1,32.67,15,1635,553,1347,597,1.2745
-117.1,32.68,20,1012,269,837,240,2.0488
-117.1,32.69,29,4174,1195,3675,1124,1.8112
-117.1,32.68,42,2013,568,1920,557,2.0724
-117.1,32.68,47,771,224,637,212,2.0156
-117.1,32.68,49,1412,350,1200,332,2.0398
-117.1,32.68,47,1044,274,1003,280,1.7802
-117.1,32.68,45,1183,289,900,266,2.4943
-117.07,32.69,29,1429,293,1091,317,3.4609
-117.08,32.69,31,2558,487,1938,492,3.4875
-117.08,32.69,36,1571,284,1001,268,3.6875
-117.09,32.69,34,1469,267,1031,267,3.4583
-117.09,32.68,29,1792,449,1650,396,2.2201
-117.07,32.69,28,1485,275,820,283,4.069
-117.08,32.68,26,3071,615,2156,568,2.9318
-117.08,32.68,19,3635,1078,3127,1098,1.324
-117.09,32.68,20,2569,737,2341,705,2.0114
-117.07,32.67,28,2758,623,2179,631,2.3814
-117.08,32.67,31,3008,764,2088,757,2.5662
-117.09,32.66,46,844,147,423,161,3.375
-117.08,32.66,43,1004,236,839,235,2.81
-117.07,32.67,35,3200,725,1723,610,1.8977
-117.07,32.65,12,4131,891,2272,840,3.4701
-117.07,32.64,32,5135,1025,2152,944,4.1325
-117.08,32.64,43,1005,230,548,252,1.8672
-117.08,32.65,17,2633,712,1487,694,2.5392
-117.08,32.64,38,917,256,494,233,1.9241
-117.08,32.64,11,1651,533,947,515,1.6806
-117.09,32.65,20,1445,323,573,334,2.619
-117.09,32.65,25,3509,985,2359,899,2.6296
-117.08,32.65,28,2296,603,1277,550,2.3562
-117.09,32.64,38,2095,536,1240,550,2.7218
-117.09,32.64,30,3171,862,2126,800,2.507
-117.1,32.64,29,1578,460,1236,461,2.5658
-117.09,32.64,20,1999,651,1302,592,1.6321
-117.09,32.64,19,2571,791,1205,783,1.62
-117.09,32.63,27,2920,770,1935,746,2.4148
-117.11,32.64,23,1619,447,1025,415,1.858
-117.11,32.62,27,1846,509,1078,482,2.1719
-117.09,32.62,37,1538,298,867,285,3.0729
-117.09,32.62,37,1925,428,1344,426,2.4866
-117.09,32.62,34,1576,364,1153,381,2.1955
-117.08,32.63,33,2891,793,1607,754,2.1281
-117.09,32.64,24,3613,973,2002,931,1.947
-117.09,32.63,33,620,161,420,164,1.8417
-117.07,32.64,38,1486,269,745,295,4.6477
-117.07,32.63,37,2303,379,1026,357,3.455
-117.07,32.64,30,2873,774,1593,731,2.24
-117.06,32.63,37,1326,234,612,240,4.125
-117.06,32.62,36,786,125,408,138,3.9167
-117.07,32.63,40,1706,322,796,303,3.5583
-117.07,32.63,37,2372,444,1056,419,3.7583
-117.08,32.63,30,2504,559,1827,490,2.6146
-117.08,32.63,28,2080,427,1266,434,2.2788
-117.08,32.62,28,2468,506,1353,522,3.0771
-117.08,32.62,36,1674,309,818,307,3.4773
-117.09,32.61,23,1157,309,640,313,2.1548
-117.09,32.61,21,1945,430,1335,419,3.6467
-117.08,32.62,16,5192,1381,3261,1321,2.2685
-117.08,32.61,27,2264,525,1485,468,3.3514
-117.07,32.62,19,5016,1173,2750,1081,2.7838
-117.06,32.61,34,4325,1015,2609,979,2.8489
-117.07,32.61,22,5016,1331,3222,1196,2.1441
-117.07,32.6,18,2602,551,1042,550,1.9267
-117.07,32.59,21,1779,466,1327,488,1.6007
-117.08,32.59,30,144,52,220,48,2.3929
-117.08,32.6,24,1901,490,1334,476,2.2544
-117.07,32.61,10,1686,414,1000,391,2.1765
-117.06,32.61,24,4369,1353,3123,1247,2.0571
-117.06,32.61,23,1630,362,1267,418,2.5625
-117.07,32.6,13,1607,435,983,400,2.2903
-117.06,32.6,25,1075,238,434,234,1.7472
-117.06,32.6,24,1088,268,1095,246,2.4191
-117.06,32.6,33,905,205,989,222,2.7014
-117.05,32.63,31,4911,861,2334,843,4.1958
-117.05,32.62,34,3928,686,2315,681,4.2851
-117.04,32.62,26,3620,607,2000,593,4.9962
-117.05,32.61,31,4033,715,2585,715,3.5096
-117.05,32.61,21,6034,1205,3795,1146,3.2633
-117.05,32.61,26,1563,286,1145,313,3.8615
-117.04,32.6,20,8052,1461,5094,1430,4.2241
-117.04,32.6,18,4747,846,3002,872,3.9076
-117.05,32.59,16,4683,929,3073,865,3.0495
-117.04,32.63,26,2074,356,1228,335,4.1154
-117.04,32.62,27,1710,282,1089,297,4.6793
-117.03,32.61,23,1553,216,778,229,5.1538
-117.03,32.61,22,1028,148,523,152,6.0086
-117.03,32.6,26,1335,224,742,215,5.152
-117.02,32.59,19,1902,335,1102,313,3.0365
-116.98,32.62,6,7995,1458,4771,1376,4.7068
-117.06,32.64,30,4494,667,1883,680,5.766
-117.06,32.63,29,4168,742,2096,713,4.2204
-116.98,32.68,22,2346,380,1217,382,5.5248
-117.01,32.67,17,2319,348,1125,337,5.551
-117,32.67,16,2238,307,1002,303,6.6143
-117.02,32.67,20,1505,184,635,182,6.5772
-117.01,32.66,11,9992,1368,4495,1316,6.9664
-116.97,32.65,4,16450,2833,7985,2683,5.6631
-116.99,32.64,15,4331,699,2046,627,3.9519
-117.04,32.65,8,8806,1401,3159,1059,4.2155
-117.03,32.65,14,1111,142,472,145,7.6344
-117,32.64,11,3098,490,1391,484,4.9792
-117.01,32.63,7,6483,976,3269,1005,5.7358
-117.04,32.64,5,2329,542,1213,514,4.0298
-117.02,32.64,5,260,41,157,42,6.5151
-117.03,32.63,13,2087,313,1165,330,5.7789
-117.03,32.63,14,2796,476,1466,464,5.2489
-117.04,32.63,26,2756,422,1166,398,5.1354
-116.99,32.74,17,3101,547,1410,486,3.1771
-116.98,32.74,17,3943,843,1995,766,2.6944
-116.98,32.74,24,977,147,454,169,4.9286
-116.98,32.74,16,3361,537,1754,578,5.1098
-116.98,32.72,15,4209,680,1914,641,4.5135
-116.98,32.73,16,952,143,530,143,5.0864
-116.98,32.72,4,1078,158,571,184,4.6667
-116.97,32.74,14,7410,1344,3597,1274,4.2192
-116.95,32.74,7,2722,578,1429,574,3.9583
-116.96,32.71,18,2413,533,1129,551,2.4567
-116.95,32.73,17,1635,272,960,279,5.2671
-116.97,32.76,26,2460,313,838,299,5.9878
-116.98,32.75,25,4137,662,1905,630,4.375
-116.97,32.75,28,3519,583,1720,590,4.7973
-116.98,32.75,18,1519,369,802,347,2.9886
-116.97,32.76,33,3071,466,1348,513,6.1768
-116.95,32.76,13,5543,857,2074,737,4.9528
-116.94,32.75,4,14934,2479,6945,2418,5.1221
-116.92,32.76,9,1859,307,947,304,5.9202
-116.92,32.76,7,1659,237,862,242,5.2741
-116.91,32.75,5,8710,1614,4372,1527,4.7813
-117,32.76,31,1989,280,805,301,6.5645
-116.99,32.76,21,3833,595,1645,589,4.625
-116.99,32.74,18,3341,611,1952,602,3.9844
-117,32.74,17,2357,599,1423,510,1.8856
-116.99,32.73,30,1856,339,1103,379,4.0357
-117.01,32.75,26,4038,706,2065,687,3.9545
-117.01,32.75,34,2105,340,973,357,4.3088
-117.01,32.73,22,2526,530,1556,529,2.8646
-117,32.73,17,6050,1143,3424,1131,3.7647
-117,32.72,10,3817,943,2352,875,2.1362
-117.01,32.72,12,2914,734,2104,703,2.3068
-116.99,32.7,15,3660,622,2629,612,4.0444
-117,32.7,23,2785,468,1456,449,4.3714
-116.98,32.71,18,2355,444,1277,433,3.4551
-116.99,32.71,21,3049,582,2355,585,3.8904
-117,32.71,22,2263,441,1395,416,3.725
-117.01,32.71,20,3506,692,1977,668,2.981
-116.99,32.72,15,825,130,334,131,4.0391
-116.99,32.72,14,1771,301,1046,284,4.775
-116.99,32.72,13,1330,216,719,215,3.8295
-116.99,32.72,11,1112,164,441,174,4.7679
-117.02,32.74,30,4205,772,2012,734,3.5
-117.03,32.73,32,1750,333,997,335,3.4784
-117.03,32.74,37,821,150,404,135,3.0125
-117.02,32.73,22,5201,865,3280,817,4.7952
-117.02,32.72,36,2030,369,1142,357,3.7763
-117.03,32.73,38,3174,606,1557,619,3.5861
-117.03,32.72,38,886,176,505,188,3.5938
-117.03,32.72,37,2192,455,1515,446,3.0588
-117.04,32.72,24,5474,955,3020,904,4.0813
-117.04,32.73,36,2084,400,1097,398,3.2717
-117.04,32.73,25,1375,267,1032,278,3.5492
-117.05,32.72,35,3669,617,1694,585,3.9485
-117.05,32.73,27,3184,588,1763,571,3.5529
